web-scraper-order,web-scraper-start-url,category,category-href,sub-category,sub-category-href,product-link,product-link-href,name,price,description,img-src
1720548903-161,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike Air Max 90 Men&#x27;s Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/launch/r/HM0956-001,,,,
1720548904-161,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike Air Max 90 Men&#x27;s Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/launch/r/HM0956-001,,,,
1720548905-162,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike Killshot 2 Men&#x27;s Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/killshot-2-shoes-nwFfcl/HJ7263-010,Nike Killshot 2,$120,"Inspired by the original low-profile tennis shoes, this version of the Nike Killshot 2 mixes real and synthetic leather, durable materials and nylon to create a fresh take on an old-school look. And it wouldn't be a ""tennis"" shoe without the rubber sole's reliable traction.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/3ffcfac2-025a-4107-ac04-5fb938d3a5f6/killshot-2-shoes-nwFfcl.png"
1720548906-162,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike Killshot 2 Men&#x27;s Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/killshot-2-shoes-nwFfcl/HJ7263-010,Nike Killshot 2,$120,"Inspired by the original low-profile tennis shoes, this version of the Nike Killshot 2 mixes real and synthetic leather, durable materials and nylon to create a fresh take on an old-school look. And it wouldn't be a ""tennis"" shoe without the rubber sole's reliable traction.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/3ffcfac2-025a-4107-ac04-5fb938d3a5f6/killshot-2-shoes-nwFfcl.png"
1720548908-163,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike Free Metcon 6 Men&#x27;s Workout Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/free-metcon-6-workout-shoes-pTZrPG/FJ7127-100,Nike Free Metcon 6,$160,"From power lifts to ladders, from grass blades to grainy platforms, from the turf to the track, your workout has a certain purpose, a specific focus. The Free Metcon 6 supports every grunt, growl and ""got it!"" We added even more forefoot flexibility to our most adaptable trainer and reinforced the heel with extra foam. That means more freedom for dynamic movements during plyos and cardio classes, plus the stable base you need for weights.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/66054c41-42b4-45f2-9352-b1cf5ee05b3b/free-metcon-6-workout-shoes-pTZrPG.png"
1720548912-164,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike Air Force 1 Low By You Custom Men&#x27;s Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>Customise",https://www.nike.com/ca/u/custom-nike-air-force-1-low-by-you-10001371/3330323324,Nike Air Force 1 Low By You,$160,"Shine in satin, stay classic in canvas or get luxe with leather. No matter what you choose, these AF-1s are all about you. 12 colour choices and an additional gum rubber option for the sole mean your design is destined to be one of a kind—just like you.",
1720548913-164,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike Air Force 1 Low By You Custom Men&#x27;s Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>Customise",https://www.nike.com/ca/u/custom-nike-air-force-1-low-by-you-10001371/3330323324,Nike Air Force 1 Low By You,$160,"Shine in satin, stay classic in canvas or get luxe with leather. No matter what you choose, these AF-1s are all about you. 12 colour choices and an additional gum rubber option for the sole mean your design is destined to be one of a kind—just like you.",
1720548914-165,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Jordan Max Aura 6 Men&#x27;s Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/jordan-max-aura-6-shoes-PNQDF8/FQ8298-001,Jordan Max Aura 6,$170,"Every. Single. Day. That's what the Max Aura 6 is made for. It's the best of the AJ14, including the quilted upper, unmistakable midsole and hidden eyelets, remixed into a new design that prioritises cushioned comfort. As a finishing touch, the AJ14 Jumpman crest legitimises your look.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco,u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/4741c4d5-5e4e-4599-9886-6af5d7ef9ad9/jordan-max-aura-6-shoes-PNQDF8.png"
1720548916-165,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Jordan Max Aura 6 Men&#x27;s Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/jordan-max-aura-6-shoes-PNQDF8/FQ8298-001,Jordan Max Aura 6,$170,"Every. Single. Day. That's what the Max Aura 6 is made for. It's the best of the AJ14, including the quilted upper, unmistakable midsole and hidden eyelets, remixed into a new design that prioritises cushioned comfort. As a finishing touch, the AJ14 Jumpman crest legitimises your look.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco,u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/4741c4d5-5e4e-4599-9886-6af5d7ef9ad9/jordan-max-aura-6-shoes-PNQDF8.png"
1720548917-166,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike P-6000 Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/p-6000-shoes-jLFw1h/FN7509-029,Nike P-6000,$160,"The Nike P-6000 draws on the 2006 Nike Air Pegasus—bringing you a mash-up of iconic style that's breathable, comfortable and evocative of that early-2000s vibe.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/421a0f94-e5b8-4447-87dd-ce56b26aea1a/p-6000-shoes-jLFw1h.png"
1720548918-166,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike P-6000 Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/p-6000-shoes-jLFw1h/FN7509-029,Nike P-6000,$160,"The Nike P-6000 draws on the 2006 Nike Air Pegasus—bringing you a mash-up of iconic style that's breathable, comfortable and evocative of that early-2000s vibe.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/421a0f94-e5b8-4447-87dd-ce56b26aea1a/p-6000-shoes-jLFw1h.png"
1720548920-167,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike Air Max Dn SE Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/air-max-dn-se-shoes-7Rz2dX/HM0810-401,Nike Air Max Dn SE,$225,"Say hello to the next generation of Air technology. The Air Max Dn features our Dynamic Air unit system of dual-pressure tubes, creating a reactive sensation with every step. This results in a futuristic design that's comfortable enough to wear from day to night. Go ahead—Feel The Unreal.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/f3c36ef6-f3c7-415a-acd5-85aa20442404/air-max-dn-se-shoes-7Rz2dX.png"
1720548921-167,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike Air Max Dn SE Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/air-max-dn-se-shoes-7Rz2dX/HM0810-401,Nike Air Max Dn SE,$225,"Say hello to the next generation of Air technology. The Air Max Dn features our Dynamic Air unit system of dual-pressure tubes, creating a reactive sensation with every step. This results in a futuristic design that's comfortable enough to wear from day to night. Go ahead—Feel The Unreal.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/f3c36ef6-f3c7-415a-acd5-85aa20442404/air-max-dn-se-shoes-7Rz2dX.png"
1720548922-168,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Air Jordan 1 Mid Men&#x27;s Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/air-jordan-1-mid-shoes-ntkGmF/DQ8426-061,Air Jordan 1 Mid,$165,"Inspired by the original AJ1, this mid-top edition maintains the iconic look you love while choice colours and crisp leather give it a distinct identity.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco,u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/1b1785a7-b7b2-4b09-915f-257fd37b7653/air-jordan-1-mid-shoes-ntkGmF.png"
1720548923-168,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Air Jordan 1 Mid Men&#x27;s Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/air-jordan-1-mid-shoes-ntkGmF/DQ8426-061,Air Jordan 1 Mid,$165,"Inspired by the original AJ1, this mid-top edition maintains the iconic look you love while choice colours and crisp leather give it a distinct identity.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco,u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/1b1785a7-b7b2-4b09-915f-257fd37b7653/air-jordan-1-mid-shoes-ntkGmF.png"
1720548925-169,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike Maxfly 2 Blueprint Athletics Sprinting Spikes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/maxfly-2-blueprint-athletics-sprinting-spikes-WdcKLH/FD8396-900,Nike Maxfly 2 Blueprint,$245,"Designed for the 100 metres to 400 metres (hurdle events too), the Maxfly 2 is for the speediest sprinters on the planet. Its Air Zoom unit is engineered to the exact specifications of championship athletes. We updated the base and upper from the previous iteration to help optimise the Air Zoom unit's speed. You also get improved stability and control on both straights and turns as you hightail it to the tape.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/5b37a167-e0ea-4565-81fd-10bbccecfd16/maxfly-2-blueprint-athletics-sprinting-spikes-WdcKLH.png"
1720548926-169,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike Maxfly 2 Blueprint Athletics Sprinting Spikes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/maxfly-2-blueprint-athletics-sprinting-spikes-WdcKLH/FD8396-900,Nike Maxfly 2 Blueprint,$245,"Designed for the 100 metres to 400 metres (hurdle events too), the Maxfly 2 is for the speediest sprinters on the planet. Its Air Zoom unit is engineered to the exact specifications of championship athletes. We updated the base and upper from the previous iteration to help optimise the Air Zoom unit's speed. You also get improved stability and control on both straights and turns as you hightail it to the tape.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/5b37a167-e0ea-4565-81fd-10bbccecfd16/maxfly-2-blueprint-athletics-sprinting-spikes-WdcKLH.png"
1720548928-170,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike G.T. Hustle 3 Blueprint Basketball Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/gt-hustle-3-blueprint-basketball-shoes-cwk4jl/HJ9083-100,Nike G.T. Hustle 3 Blueprint,$245,"The G.T. Hustle 3 can help you thrive at crunch time. Engineered to the exact specifications of championship athletes, double-stacked Air Zoom cushioning provides bouncy horsepower. It helps save you energy over the course of the game. It's designed for those who want to outlast their opponent and stay fresh through to the final buzzer. Who's got next? You do.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/2a562c69-bc04-4796-b054-3783f749862c/gt-hustle-3-blueprint-basketball-shoes-cwk4jl.png"
1720548929-170,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike G.T. Hustle 3 Blueprint Basketball Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/gt-hustle-3-blueprint-basketball-shoes-cwk4jl/HJ9083-100,Nike G.T. Hustle 3 Blueprint,$245,"The G.T. Hustle 3 can help you thrive at crunch time. Engineered to the exact specifications of championship athletes, double-stacked Air Zoom cushioning provides bouncy horsepower. It helps save you energy over the course of the game. It's designed for those who want to outlast their opponent and stay fresh through to the final buzzer. Who's got next? You do.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/2a562c69-bc04-4796-b054-3783f749862c/gt-hustle-3-blueprint-basketball-shoes-cwk4jl.png"
1720548930-171,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike Air Max Dn Blueprint Men&#x27;s Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/air-max-dn-blueprint-shoes-pmXTkh/HV6230-100,Nike Air Max Dn Blueprint,$235,"Say hello to the next generation of Air technology. The Air Max Dn features our Dynamic Air unit system of dual-pressure tubes, creating a reactive sensation with every step. This results in a futuristic design that's comfortable enough to wear from day to night. Go ahead—Feel The Unreal.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/0792c6a6-cd45-46b5-acca-477be80702af/air-max-dn-blueprint-shoes-pmXTkh.png"
1720548931-171,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike Air Max Dn Blueprint Men&#x27;s Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/air-max-dn-blueprint-shoes-pmXTkh/HV6230-100,Nike Air Max Dn Blueprint,$235,"Say hello to the next generation of Air technology. The Air Max Dn features our Dynamic Air unit system of dual-pressure tubes, creating a reactive sensation with every step. This results in a futuristic design that's comfortable enough to wear from day to night. Go ahead—Feel The Unreal.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/0792c6a6-cd45-46b5-acca-477be80702af/air-max-dn-blueprint-shoes-pmXTkh.png"
1720548938-172,https://www.nike.com/ca/men,Clothing,https://www.nike.com/ca/w/mens-clothing-6ymx6znik1,Socks,https://www.nike.com/ca/w/mens-socks-7ny3qznik1,"<img alt=""Nike Spark Lightweight Over-The-Calf Compression Running Socks"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/spark-lightweight-over-calf-compression-running-socks-4LlJ5X/DB5471-010,Nike Spark Lightweight,$62,"When you're on the run, you want comfort that goes the distance. The Nike Spark Socks deliver, with a secure and breathable fit made for your workout.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/d3e355f0-121f-488a-81ad-77536f89f6ce/spark-lightweight-over-calf-compression-running-socks-4LlJ5X.png"
1720548939-172,https://www.nike.com/ca/men,Clothing,https://www.nike.com/ca/w/mens-clothing-6ymx6znik1,Socks,https://www.nike.com/ca/w/mens-socks-7ny3qznik1,"<img alt=""Nike Spark Lightweight Over-The-Calf Compression Running Socks"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/spark-lightweight-over-calf-compression-running-socks-4LlJ5X/DB5471-010,Nike Spark Lightweight,$62,"When you're on the run, you want comfort that goes the distance. The Nike Spark Socks deliver, with a secure and breathable fit made for your workout.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/d3e355f0-121f-488a-81ad-77536f89f6ce/spark-lightweight-over-calf-compression-running-socks-4LlJ5X.png"
