web-scraper-order,web-scraper-start-url,category,category-href,sub-category,sub-category-href,product-link,product-link-href,name,price,description,img-src
1720548839-139,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Tops & T-Shirts,https://www.nike.com/ca/w/new-mens-tops-t-shirts-3n82yz9om13znik1,"<img alt=""Nike Sportswear Men&#x27;s Max90 T-Shirt"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/sportswear-max90-t-shirt-xjFBJS/FZ5392-370,Nike Sportswear,$64,"Dropped shoulders, longer sleeves and a roomy fit through the body and hips give this Max90 tee a relaxed and casual look. Midweight cotton fabric feels soft and has a slight drape.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/6492fbd4-a48a-48f6-a355-98b869ba2a72/sportswear-max90-t-shirt-xjFBJS.png"
1720548840-139,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Tops & T-Shirts,https://www.nike.com/ca/w/new-mens-tops-t-shirts-3n82yz9om13znik1,"<img alt=""Nike Sportswear Men&#x27;s Max90 T-Shirt"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/sportswear-max90-t-shirt-xjFBJS/FZ5392-370,Nike Sportswear,$64,"Dropped shoulders, longer sleeves and a roomy fit through the body and hips give this Max90 tee a relaxed and casual look. Midweight cotton fabric feels soft and has a slight drape.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/6492fbd4-a48a-48f6-a355-98b869ba2a72/sportswear-max90-t-shirt-xjFBJS.png"
1720548842-140,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Tops & T-Shirts,https://www.nike.com/ca/w/new-mens-tops-t-shirts-3n82yz9om13znik1,"<img alt=""Nike Sportswear Premium Essentials Men&#x27;s T-Shirt"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/sportswear-essentials-t-shirt-5zRBs6/DO7392-060,Nike Sportswear Premium Essentials,$55,"The Nike Sportswear Premium Essentials T-Shirt has a loose fit for a carefree, comfortable look. Its heavyweight organic cotton fabric feels thick and soft. This product is made from at least 75% organic cotton fibres.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/4655101a-83df-48d4-ad6d-8dd231f76219/sportswear-essentials-t-shirt-5zRBs6.png"
1720548843-140,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Tops & T-Shirts,https://www.nike.com/ca/w/new-mens-tops-t-shirts-3n82yz9om13znik1,"<img alt=""Nike Sportswear Premium Essentials Men&#x27;s T-Shirt"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/sportswear-essentials-t-shirt-5zRBs6/DO7392-060,Nike Sportswear Premium Essentials,$55,"The Nike Sportswear Premium Essentials T-Shirt has a loose fit for a carefree, comfortable look. Its heavyweight organic cotton fabric feels thick and soft. This product is made from at least 75% organic cotton fibres.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/4655101a-83df-48d4-ad6d-8dd231f76219/sportswear-essentials-t-shirt-5zRBs6.png"
1720548845-141,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Tops & T-Shirts,https://www.nike.com/ca/w/new-mens-tops-t-shirts-3n82yz9om13znik1,"<img alt=""Nike ACG &#x27;Northern Lights&#x27; Men&#x27;s Dri-FIT T-Shirt"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/acg-northern-lights-dri-fit-t-shirt-l1MNdP/FZ5279-010,Nike ACG 'Northern Lights',$68,"This heavyweight tee is inspired by the incredible colours of nature's best light show as seen from Fairbanks, Alaska. The ethereal graphics are paired with dropped shoulders, longer sleeves and a roomy fit through the body and hips for a relaxed look. Nike Dri-FIT technology moves sweat away from your skin for quicker evaporation, helping you stay dry and comfortable.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/62c73064-4e0f-4821-99e8-473ce631c2c2/acg-northern-lights-dri-fit-t-shirt-l1MNdP.png"
1720548846-141,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Tops & T-Shirts,https://www.nike.com/ca/w/new-mens-tops-t-shirts-3n82yz9om13znik1,"<img alt=""Nike ACG &#x27;Northern Lights&#x27; Men&#x27;s Dri-FIT T-Shirt"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/acg-northern-lights-dri-fit-t-shirt-l1MNdP/FZ5279-010,Nike ACG 'Northern Lights',$68,"This heavyweight tee is inspired by the incredible colours of nature's best light show as seen from Fairbanks, Alaska. The ethereal graphics are paired with dropped shoulders, longer sleeves and a roomy fit through the body and hips for a relaxed look. Nike Dri-FIT technology moves sweat away from your skin for quicker evaporation, helping you stay dry and comfortable.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/62c73064-4e0f-4821-99e8-473ce631c2c2/acg-northern-lights-dri-fit-t-shirt-l1MNdP.png"
1720548847-142,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Tops & T-Shirts,https://www.nike.com/ca/w/new-mens-tops-t-shirts-3n82yz9om13znik1,"<img alt=""Nike Sportswear Men&#x27;s Max90 T-Shirt"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/sportswear-max90-t-shirt-l8kv80/HF0001-100,Nike Sportswear,$55,"Dropped shoulders, longer sleeves and a roomy fit through the body and hips give this Max90 tee a relaxed and casual look. Lightweight cotton feels soft and comfortable all day.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/ad17816a-1c51-44fe-93bd-837188283ae8/sportswear-max90-t-shirt-l8kv80.png"
1720548848-142,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Tops & T-Shirts,https://www.nike.com/ca/w/new-mens-tops-t-shirts-3n82yz9om13znik1,"<img alt=""Nike Sportswear Men&#x27;s Max90 T-Shirt"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/sportswear-max90-t-shirt-l8kv80/HF0001-100,Nike Sportswear,$55,"Dropped shoulders, longer sleeves and a roomy fit through the body and hips give this Max90 tee a relaxed and casual look. Lightweight cotton feels soft and comfortable all day.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/ad17816a-1c51-44fe-93bd-837188283ae8/sportswear-max90-t-shirt-l8kv80.png"
1720548850-143,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Tops & T-Shirts,https://www.nike.com/ca/w/new-mens-tops-t-shirts-3n82yz9om13znik1,"<img alt=""Nike ACG Men&#x27;s Dri-FIT T-Shirt"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/acg-dri-fit-t-shirt-HXMV24/FZ5277-474,Nike ACG,$68,"When in Alaska, yield to the dog sleds! This roomy tee has dropped shoulders, longer sleeves and a roomy fit through the body and hips for a relaxed look. Heavyweight jersey fabric has a structured feel for an elevated finish. Nike Dri-FIT technology moves sweat away from your skin for quicker evaporation, helping you stay dry and comfortable.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/19b86dd0-3d5a-4926-b398-88605bc61086/acg-dri-fit-t-shirt-HXMV24.png"
1720548851-143,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Tops & T-Shirts,https://www.nike.com/ca/w/new-mens-tops-t-shirts-3n82yz9om13znik1,"<img alt=""Nike ACG Men&#x27;s Dri-FIT T-Shirt"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/acg-dri-fit-t-shirt-HXMV24/FZ5277-474,Nike ACG,$68,"When in Alaska, yield to the dog sleds! This roomy tee has dropped shoulders, longer sleeves and a roomy fit through the body and hips for a relaxed look. Heavyweight jersey fabric has a structured feel for an elevated finish. Nike Dri-FIT technology moves sweat away from your skin for quicker evaporation, helping you stay dry and comfortable.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/19b86dd0-3d5a-4926-b398-88605bc61086/acg-dri-fit-t-shirt-HXMV24.png"
1720548853-144,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Tops & T-Shirts,https://www.nike.com/ca/w/new-mens-tops-t-shirts-3n82yz9om13znik1,"<img alt=""Paris Saint-Germain Men&#x27;s Nike Football Max90 T-Shirt"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/paris-saint-germain-football-max90-t-shirt-kcmn3V/FV8501-113,Paris Saint-Germain,$55,"Made from soft, everyday cotton, this Paris Saint-Germain tee helps you stay cool and comfortable whether you're in the stands or on the go. Dropped shoulders, longer sleeves and a roomy fit through the body and hips give the Max90 tee a relaxed and casual look.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/a75a0c44-05f6-41f5-b9e9-f47a4a546303/paris-saint-germain-football-max90-t-shirt-kcmn3V.png"
1720548855-145,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Tops & T-Shirts,https://www.nike.com/ca/w/new-mens-tops-t-shirts-3n82yz9om13znik1,"<img alt=""Jordan Essentials Men&#x27;s Short-Sleeve Top"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/jordan-essentials-short-sleeve-top-bqZFf5/FV7263-010,Jordan Essentials,$95,"Let 'em know you're part of the Jordan family. Lightweight fabric moves sweat away from your skin for quick evaporation, helping you stay dry and comfortable.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco,u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/64c0f65f-d362-4729-83f4-d02a77e2061c/jordan-essentials-short-sleeve-top-bqZFf5.png"
1720548856-145,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Tops & T-Shirts,https://www.nike.com/ca/w/new-mens-tops-t-shirts-3n82yz9om13znik1,"<img alt=""Jordan Essentials Men&#x27;s Short-Sleeve Top"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/jordan-essentials-short-sleeve-top-bqZFf5/FV7263-010,Jordan Essentials,$95,"Let 'em know you're part of the Jordan family. Lightweight fabric moves sweat away from your skin for quick evaporation, helping you stay dry and comfortable.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco,u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/64c0f65f-d362-4729-83f4-d02a77e2061c/jordan-essentials-short-sleeve-top-bqZFf5.png"
1720548858-146,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Tops & T-Shirts,https://www.nike.com/ca/w/new-mens-tops-t-shirts-3n82yz9om13znik1,"<img alt=""Jordan Sport x Fédération Française de Basketball Men&#x27;s T-Shirt"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/jordan-sport-federation-francaise-de-basketball-t-shirt-JGXGBJ/FZ0955-100,Jordan Sport x Fédération Française de Basketball,$50,"Jordan and FFBB? Now that's a partnership worth celebrating. And what better way to do it than with a classic tee? Made from heavyweight cotton, it has a stiff drape and structured feel.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco,u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/d6923e53-9183-4ea2-a0f6-77212e60865f/jordan-sport-federation-francaise-de-basketball-t-shirt-JGXGBJ.png"
1720548862-147,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Tops & T-Shirts,https://www.nike.com/ca/w/new-mens-tops-t-shirts-3n82yz9om13znik1,"<img alt=""Nike Men&#x27;s Max90 Basketball T-Shirt"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/max90-basketball-t-shirt-vr7KTP/FZ8093-113,Nike,$55,"This Max90 tee is designed with dropped shoulders, longer sleeves and a roomy fit through the body. Its soft, midweight cotton fabric feels soft and slightly textured.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/437bdc39-8cbc-4765-8b63-84ca53a5df1d/max90-basketball-t-shirt-vr7KTP.png"
1720548865-148,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Tops & T-Shirts,https://www.nike.com/ca/w/new-mens-tops-t-shirts-3n82yz9om13znik1,"<img alt=""Jordan Flight Essentials 85 Men&#x27;s T-Shirt"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/jordan-flight-essentials-85-t-shirt-tH3NhH/FZ1912-010,Jordan Flight Essentials 85,$64,"Basic shouldn't mean boring. The heavyweight cotton gives this classic-cut tee a stiff drape and structured feel. The woven patch adds sophisticated style, ideal for everyday wear. See, nothing boring about it.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco,u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/6c046003-98aa-4698-9e77-2ac4490843c1/jordan-flight-essentials-85-t-shirt-tH3NhH.png"
1720548867-149,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Tops & T-Shirts,https://www.nike.com/ca/w/new-mens-tops-t-shirts-3n82yz9om13znik1,"<img alt=""LeBron Men&#x27;s Max90 Basketball T-Shirt"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/lebron-max90-basketball-t-shirt-DKTPVq/FZ8073-113,LeBron,$68,"Celebrate one of the greatest ever, LeBron James, with this soft, midweight cotton tee. Dropped shoulders, longer sleeves and a roomy fit give it a relaxed, casual look.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/0829d03c-2158-4664-997e-21c64f638f34/lebron-max90-basketball-t-shirt-DKTPVq.png"
1720548868-149,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Tops & T-Shirts,https://www.nike.com/ca/w/new-mens-tops-t-shirts-3n82yz9om13znik1,"<img alt=""LeBron Men&#x27;s Max90 Basketball T-Shirt"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/lebron-max90-basketball-t-shirt-DKTPVq/FZ8073-113,LeBron,$68,"Celebrate one of the greatest ever, LeBron James, with this soft, midweight cotton tee. Dropped shoulders, longer sleeves and a roomy fit give it a relaxed, casual look.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/0829d03c-2158-4664-997e-21c64f638f34/lebron-max90-basketball-t-shirt-DKTPVq.png"
1720548871-150,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Tops & T-Shirts,https://www.nike.com/ca/w/new-mens-tops-t-shirts-3n82yz9om13znik1,"<img alt=""Nike DNA Men&#x27;s Dri-FIT Basketball Jersey"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/dna-dri-fit-basketball-jersey-jlvtlG/FZ0690-100,Nike DNA,$75,"Made in a relaxed fit, this DNA jersey is made from sweat-wicking knit material to help you stay dry. The scoreboard-inspired print is always game-ready.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/71a4aeef-21d8-45e4-8113-eb440e704b54/dna-dri-fit-basketball-jersey-jlvtlG.png"
1720548876-151,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike Air Max Plus Men&#x27;s Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/launch/r/HM6850-001,,,,
1720548877-151,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike Air Max Plus Men&#x27;s Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/launch/r/HM6850-001,,,,
1720548879-152,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike P-6000 Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/p-6000-shoes-Fk0cGC/HJ7246-100,Nike P-6000,$145,"The Nike P-6000 was inspired by the 2006 Nike Air Pegasus, bringing you an iconic style mash-up that's breathable, comfortable and evocative of that early 2000s vibe.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/77f48906-09f9-42a6-b582-e44d2d2773d8/p-6000-shoes-Fk0cGC.png"
1720548881-153,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike Air Max Plus Drift Men&#x27;s Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/air-max-plus-drift-shoes-w1mGGL/HF0785-001,Nike Air Max Plus Drift,$240,"Let your attitude have the edge in the Air Max Plus. Complete with airy mesh, unbelievable cushioning and wavy design lines inspired by nature, it lets you celebrate your defiant style in comfort.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/e94db489-0651-4f85-bc85-6584b7e1260d/air-max-plus-drift-shoes-w1mGGL.png"
1720548885-154,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike Air Force 1 &#x27;07 EasyOn Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/air-force-1-07-easyon-shoes-rLFV2F/FD1146-100,Nike Air Force 1 '07 EasyOn,$150,"Quicker than 1, 2, 3—the original hoops shoe lets you get going. This version of the AF-1 features Nike EasyOn technology for a hands-free experience. The flexible heel collapses when you step in then snaps back into place, making it easy to slip the shoe on and off. Add that to its clean, crisp leather and you've got ultimate wearability. Yeah, it's everything you love and then some.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/13721f24-2774-443e-a27d-998d2c6be068/air-force-1-07-easyon-shoes-rLFV2F.png"
1720548888-155,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike Air Max Alpha Trainer 6 Men&#x27;s Workout Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/air-max-alpha-trainer-6-workout-shoes-kPTTDz/FQ1833-006,Nike Air Max Alpha Trainer 6,$125,"The Air Max Alpha Trainer 6 brings sturdiness and comfort, the best of both worlds, to your toughest workouts. A flat, wide base helps keep you from sinking, so you can set and hit your goals. The robust heel, boosted by visible ""performance Air"" cushioning, offers dependable stability when digging deep for one more rep.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/78105b59-0547-42d1-9130-588ad9c313c5/air-max-alpha-trainer-6-workout-shoes-kPTTDz.png"
1720548890-156,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike Air Force 1 &#x27;07 LV8 Men&#x27;s Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/air-force-1-07-lv8-shoes-lFWnL6/FQ8714-002,Nike Air Force 1 '07 LV8,$165,"Comfortable, durable and timeless—it's number 1 for a reason. The classic '80s construction is paired with pristine materials for style that tracks whether you're on court or on the go. A subtle platform gives you just the right amount of height.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/74a0861b-33dd-4b60-a055-3a618e3ef441/air-force-1-07-lv8-shoes-lFWnL6.png"
1720548891-156,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike Air Force 1 &#x27;07 LV8 Men&#x27;s Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/air-force-1-07-lv8-shoes-lFWnL6/FQ8714-002,Nike Air Force 1 '07 LV8,$165,"Comfortable, durable and timeless—it's number 1 for a reason. The classic '80s construction is paired with pristine materials for style that tracks whether you're on court or on the go. A subtle platform gives you just the right amount of height.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/74a0861b-33dd-4b60-a055-3a618e3ef441/air-force-1-07-lv8-shoes-lFWnL6.png"
1720548893-157,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike InfinityRN 4 GORE-TEX Men&#x27;s Waterproof Road Running Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/infinityrn-4-gore-tex-waterproof-road-running-shoes-GRSQ6z/HQ0265-001,Nike InfinityRN 4 GORE-TEX,$235,"Maximum cushioning provides elevated comfort for everyday runs. Experience a soft, rocker-shaped platform made with new ReactX foam underfoot, and an ultra-comfortable collar and tongue for a snug feel. Plus, waterproof GORE-TEX fabric was added to this version to help keep you dry.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/80ab9794-f137-4750-9920-1002e26f0f62/infinityrn-4-gore-tex-waterproof-road-running-shoes-GRSQ6z.png"
1720548894-157,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike InfinityRN 4 GORE-TEX Men&#x27;s Waterproof Road Running Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/infinityrn-4-gore-tex-waterproof-road-running-shoes-GRSQ6z/HQ0265-001,Nike InfinityRN 4 GORE-TEX,$235,"Maximum cushioning provides elevated comfort for everyday runs. Experience a soft, rocker-shaped platform made with new ReactX foam underfoot, and an ultra-comfortable collar and tongue for a snug feel. Plus, waterproof GORE-TEX fabric was added to this version to help keep you dry.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/80ab9794-f137-4750-9920-1002e26f0f62/infinityrn-4-gore-tex-waterproof-road-running-shoes-GRSQ6z.png"
1720548896-158,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike Air Max 90 Men&#x27;s Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/air-max-90-shoes-kSkVjL/HM0625-002,Nike Air Max 90,$170,"Nothing as fly, nothing as comfortable, nothing as proven. This archetype of the '90s stays true to its running roots with our iconic Waffle sole, striking visuals and classic details, while Max Air cushioning adds comfort to the journey.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/314b78ca-1829-475e-8276-92a706ea9613/air-max-90-shoes-kSkVjL.png"
1720548898-159,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike Pegasus EasyOn Blueprint Men&#x27;s Road Running Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/pegasus-easyon-blueprint-road-running-shoes-6GgM3m/HM0374-900,Nike Pegasus EasyOn Blueprint,$180,"Responsive cushioning in the Pegasus provides an energised ride for everyday road running. Experience lighter-weight energy return with dual Air Zoom units and a ReactX foam midsole. Plus, improved engineered mesh on the upper decreases weight and increases breathability.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/8301a11f-4b63-4034-bd1e-ff080dcad33b/pegasus-easyon-blueprint-road-running-shoes-6GgM3m.png"
1720548899-159,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike Pegasus EasyOn Blueprint Men&#x27;s Road Running Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/pegasus-easyon-blueprint-road-running-shoes-6GgM3m/HM0374-900,Nike Pegasus EasyOn Blueprint,$180,"Responsive cushioning in the Pegasus provides an energised ride for everyday road running. Experience lighter-weight energy return with dual Air Zoom units and a ReactX foam midsole. Plus, improved engineered mesh on the upper decreases weight and increases breathability.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/8301a11f-4b63-4034-bd1e-ff080dcad33b/pegasus-easyon-blueprint-road-running-shoes-6GgM3m.png"
1720548901-160,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Shoes,https://www.nike.com/ca/w/new-mens-shoes-3n82yznik1zy7ok,"<img alt=""Nike Air Max Nuaxis Men&#x27;s Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/air-max-nuaxis-shoes-WxmJHj/FD4329-001,Nike Air Max Nuaxis,$115,"Breathable and comfortable, the Air Max Nuaxis is ready for everyday life. You can count on it to look good and feel good too. It combines an intuitive Air unit with design elements inspired by the Air Max 270, making it the perfect shoe to lace up and go.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/e783e052-9360-4afb-adb8-c4e9c0f5db07/air-max-nuaxis-shoes-WxmJHj.png"
